currTime,TotalEnergyConsumption,TotalEnvCost
726239,1337730,1128305
726280,1337805,1128315
726326,1337890,1128325
726389,1338010,1128335
726414,1338055,1128340
726659,1338520,1128385
726689,1338580,1128390
726811,1338805,1128415
727097,1339340,1128470
727317,1339740,1128510
727731,1340490,1128585
727733,1340495,1128585
727832,1340675,1128600
727895,1340790,1128615
728155,1341265,1128660
728164,1341285,1128660
728176,1341305,1128665
728472,1341850,1128720
728490,1341885,1128725
728523,1341945,1128730
728935,1342695,1128805
729123,1343035,1128835
729148,1343080,1128840
729189,1343155,1128850
729267,1343295,1128865
729367,1343480,1128880
729428,1343595,1128895
729451,1343635,1128900
729582,1343885,1128925
729778,1344250,1128960
729996,1344650,1129000
730037,1344725,1129005
730047,1344745,1129010
730061,1344775,1129010
730177,1344995,1129035
730196,1345030,1129035
730327,1345280,1129060
730329,1345285,1129065
730506,1345625,1129095
730518,1345650,1129100
730546,1345705,1129105
730551,1345715,1129105
730827,1346245,1129160
730868,1346320,1129165
730885,1346355,1129170
730923,1346430,1129175
730941,1346465,1129180
730968,1346515,1129185
731055,1346685,1129205
731147,1346865,1129220
731213,1346990,1129235
731601,1347720,1129305
731775,1348040,1129340
731876,1348225,1129355
731896,1348265,1129360
731898,1348270,1129360
731939,1348345,1129370
731973,1348410,1129375
732082,1348620,1129395
732240,1348915,1129425
732403,1349220,1129455
732701,1349770,1129510
732857,1350050,1129540
732882,1350100,1129545
732930,1350185,1129555
733051,1350410,1129575
733116,1350530,1129585
733396,1351040,1129640
733494,1351220,1129655
733696,1351585,1129695
733727,1351640,1129700
733862,1351885,1129725
734250,1352595,1129795
734275,1352640,1129800
734429,1352915,1129825
734430,1352915,1129825
734464,1352980,1129830
734511,1353065,1129840
734574,1353180,1129850
734734,1353475,1129880
734863,1353710,1129905
735051,1354055,1129940
735066,1354080,1129940
735090,1354125,1129945
735458,1354805,1130015
735746,1355335,1130070
735806,1355445,1130080
735972,1355750,1130110
736078,1355940,1130130
736089,1355960,1130130
736160,1356085,1130145
736223,1356200,1130155
736231,1356215,1130155
736276,1356295,1130165
736306,1356350,1130170
736519,1356740,1130210
736605,1356900,1130225
736659,1357000,1130235
736714,1357100,1130245
736747,1357160,1130250
736957,1357550,1130290
737050,1357720,1130305
737193,1357985,1130335
737332,1358240,1130360
737600,1358725,1130405
737701,1358905,1130425
737810,1359105,1130445
737919,1359300,1130465
738043,1359530,1130485
738044,1359530,1130485
738149,1359725,1130505
738252,1359915,1130525
738472,1360315,1130565
738925,1361130,1130645
739020,1361300,1130665
739025,1361310,1130665
739093,1361430,1130675
739246,1361710,1130705
739259,1361735,1130710
739313,1361830,1130715
739321,1361845,1130720
739344,1361890,1130725
739597,1362355,1130770
739682,1362510,1130785
739686,1362515,1130785
739695,1362535,1130790
739742,1362620,1130795
739899,1362915,1130825
739960,1363025,1130835
739975,1363055,1130840
739991,1363080,1130840
739996,1363090,1130845
739999,1363095,1130845
740079,1363250,1130860
740141,1363370,1130870
740196,1363475,1130880
740390,1363840,1130920
740423,1363900,1130925
740432,1363920,1130925
740597,1364230,1130955
740907,1364820,1131015
740990,1364975,1131030
741084,1365150,1131050
741197,1365365,1131070
741317,1365590,1131095
741418,1365780,1131110
741479,1365895,1131125
741506,1365945,1131130
741516,1365965,1131130
741633,1366185,1131155
741712,1366330,1131165
742085,1367010,1131235
742311,1367415,1131275
742445,1367660,1131300
742449,1367665,1131300
742700,1368120,1131345
742714,1368145,1131350
742899,1368480,1131380
742928,1368535,1131390
742990,1368650,1131400
743091,1368835,1131420
743142,1368925,1131425
743216,1369065,1131440
743292,1369205,1131455
743373,1369360,1131470
743405,1369420,1131475
743438,1369480,1131480
743607,1369795,1131515
743734,1370030,1131535
743771,1370100,1131545
743792,1370140,1131550
743794,1370140,1131550
743835,1370220,1131555
743854,1370255,1131560
743947,1370430,1131575
744074,1370670,1131600
744082,1370685,1131605
744303,1371100,1131645
744341,1371170,1131650
744494,1371460,1131680
744516,1371500,1131685
744519,1371505,1131685
744620,1371690,1131705
744725,1371885,1131725
745055,1372485,1131785
745120,1372600,1131795
745233,1372805,1131815
745286,1372900,1131825
745288,1372905,1131825
745467,1373230,1131855
745598,1373465,1131880
745652,1373565,1131890
745662,1373580,1131890
745774,1373790,1131915
745804,1373845,1131920
745842,1373915,1131925
745908,1374040,1131940
746039,1374285,1131965
746056,1374320,1131965
746140,1374475,1131980
746272,1374720,1132005
746328,1374825,1132015
746357,1374880,1132020
746372,1374905,1132025
746507,1375160,1132050
746611,1375355,1132070
746669,1375460,1132080
746757,1375625,1132095
746809,1375725,1132105
746840,1375785,1132115
747019,1376120,1132145
747251,1376555,1132190
747437,1376900,1132225
747446,1376915,1132225
747531,1377075,1132240
747601,1377205,1132255
747785,1377555,1132290
747888,1377750,1132310
747932,1377830,1132315
747954,1377870,1132320
747980,1377920,1132325
747985,1377930,1132325
748033,1378025,1132335
748083,1378120,1132345
748117,1378185,1132350
748160,1378265,1132360
748162,1378270,1132360
748549,1378995,1132435
748599,1379085,1132445
748774,1379400,1132475
748799,1379445,1132480
748973,1379760,1132510
749007,1379825,1132515
749093,1379980,1132530
749374,1380490,1132585
749492,1380700,1132605
749599,1380895,1132625
749609,1380915,1132625
749717,1381115,1132645
749739,1381155,1132650
749820,1381310,1132665
750004,1381645,1132700
750048,1381725,1132705
750184,1381975,1132730
750272,1382135,1132750
750352,1382280,1132760
750520,1382585,1132795
750634,1382790,1132815
750715,1382940,1132830
750718,1382945,1132830
750779,1383060,1132840
750894,1383270,1132860
750965,1383405,1132875
750967,1383405,1132875
751060,1383580,1132890
751468,1384330,1132965
751509,1384400,1132975
751684,1384720,1133005
751754,1384845,1133020
751777,1384885,1133025
751950,1385205,1133055
751952,1385205,1133055
752016,1385325,1133065
752028,1385350,1133070
752115,1385510,1133085
752221,1385710,1133105
752586,1386385,1133175
752687,1386570,1133190
752824,1386820,1133215
752836,1386845,1133220
753032,1387200,1133255
753222,1387545,1133290
753284,1387655,1133300
753315,1387715,1133305
753510,1388070,1133340
753551,1388145,1133350
754022,1389000,1133435
754082,1389105,1133445
754086,1389115,1133445
754255,1389420,1133475
754355,1389605,1133495
754417,1389720,1133505
754489,1389855,1133520
754751,1390340,1133570
754978,1390755,1133610
754987,1390770,1133610
755097,1390975,1133630
755406,1391540,1133690
755484,1391685,1133705
755635,1391955,1133730
755654,1391990,1133735
755764,1392195,1133755
755798,1392255,1133760
755850,1392350,1133770
755851,1392350,1133770
755906,1392455,1133780
756007,1392640,1133800
756132,1392870,1133820
756342,1393260,1133860
756361,1393295,1133865
756544,1393625,1133895
756595,1393715,1133905
757044,1394525,1133985
757153,1394720,1134005
757172,1394750,1134010
757245,1394885,1134020
757485,1395315,1134065
757613,1395540,1134090
757723,1395740,1134110
757726,1395745,1134110
757925,1396100,1134145
757931,1396115,1134145
758157,1396520,1134185
758879,1397815,1134315
758905,1397860,1134320
758991,1398015,1134335
759011,1398050,1134340
759017,1398060,1134340
759040,1398105,1134345
759112,1398240,1134360
759131,1398275,1134360
759208,1398420,1134375
759227,1398455,1134380
759300,1398590,1134395
759488,1398940,1134430
759518,1398995,1134435
759531,1399020,1134435
759710,1399350,1134470
759777,1399470,1134480
759807,1399525,1134485
759865,1399635,1134500
759910,1399715,1134505
759946,1399785,1134515
760184,1400225,1134555
760299,1400435,1134580
760458,1400725,1134605
760500,1400800,1134615
760501,1400800,1134615
760521,1400835,1134620
760532,1400855,1134620
760550,1400890,1134625
760563,1400915,1134625
760599,1400985,1134630
760630,1401040,1134640
760816,1401395,1134675
760913,1401580,1134690
761031,1401800,1134715
761044,1401825,1134715
761084,1401900,1134725
761125,1401980,1134730
761161,1402045,1134740
761287,1402290,1134765
761411,1402525,1134785
761486,1402665,1134800
761800,1403250,1134860
761866,1403375,1134870
761965,1403560,1134890
762203,1403995,1134935
762647,1404790,1135015
762651,1404800,1135015
762700,1404885,1135025
762927,1405300,1135065
762944,1405330,1135065
762974,1405390,1135075
762992,1405420,1135075
763135,1405690,1135105
763546,1406440,1135180
763627,1406590,1135195
763699,1406720,1135205
763820,1406940,1135230
764001,1407275,1135260
764065,1407390,1135275
764195,1407630,1135295
764289,1407800,1135315
764382,1407970,1135330
764447,1408090,1135345
764655,1408470,1135380
764696,1408540,1135390
764727,1408600,1135395
764734,1408610,1135395
765232,1409520,1135485
765324,1409690,1135505
765368,1409770,1135510
765481,1409980,1135530
765725,1410435,1135580
765768,1410515,1135585
766069,1411070,1135640
766140,1411195,1135655
766176,1411265,1135660
766228,1411360,1135670
766260,1411420,1135675
766408,1411700,1135705
766419,1411720,1135705
766423,1411725,1135705
766553,1411975,1135730
766605,1412070,1135740
766810,1412455,1135780
766914,1412645,1135800
766920,1412655,1135800
766969,1412750,1135810
767161,1413110,1135845
767586,1413885,1135925
767631,1413965,1135930
767775,1414225,1135955
767783,1414240,1135960
767794,1414260,1135960
767833,1414335,1135970
768069,1414765,1136010
768213,1415025,1136035
768351,1415275,1136060
768358,1415290,1136065
768673,1415860,1136120
768771,1416040,1136140
768888,1416255,1136160
768904,1416285,1136165
768940,1416355,1136170
769001,1416465,1136180
769054,1416565,1136190
769063,1416585,1136195
769536,1417455,1136280
769628,1417625,1136295
769679,1417715,1136305
769803,1417945,1136330
769855,1418040,1136340
769887,1418100,1136345
770120,1418530,1136385
770177,1418630,1136395
770184,1418645,1136400
770325,1418910,1136425
770411,1419070,1136440
770455,1419155,1136450
770629,1419485,1136485
770662,1419545,1136490
770779,1419765,1136510
770784,1419775,1136510
770929,1420050,1136540
771310,1420745,1136610
771474,1421045,1136640
771647,1421365,1136670
771656,1421380,1136670
771666,1421400,1136675
771734,1421525,1136685
771749,1421550,1136690
771804,1421655,1136700
772067,1422145,1136750
772068,1422150,1136750
772096,1422200,1136755
772121,1422250,1136760
772244,1422480,1136780
772297,1422580,1136790
772439,1422845,1136820
772620,1423180,1136850
772850,1423600,1136895
772861,1423620,1136895
772889,1423670,1136900
772901,1423695,1136905
773010,1423895,1136925
773102,1424070,1136940
773180,1424215,1136955
773261,1424365,1136970
773518,1424830,1137015
773914,1425535,1137090
774037,1425750,1137110
774091,1425850,1137120
774186,1426020,1137135
774265,1426160,1137150
774386,1426375,1137170
774701,1426945,1137230
774716,1426970,1137230
774745,1427025,1137235
774761,1427055,1137240
774883,1427275,1137260
774903,1427315,1137265
775062,1427605,1137295
775140,1427750,1137310
775500,1428410,1137375
775561,1428520,1137385
775875,1429090,1137445
775929,1429190,1137455
776118,1429535,1137490
776382,1430015,1137535
776440,1430120,1137545
776450,1430140,1137550
776573,1430365,1137570
776645,1430500,1137585
776750,1430695,1137605
776862,1430900,1137625
777040,1431225,1137655
777061,1431265,1137660
777209,1431535,1137690
777328,1431755,1137710
777503,1432075,1137740
777605,1432260,1137760
777659,1432360,1137770
777717,1432465,1137780
777817,1432650,1137800
777912,1432825,1137815
777951,1432900,1137825
777952,1432900,1137825
777995,1432980,1137830
778044,1433070,1137840
778188,1433340,1137870
778191,1433345,1137870
778345,1433625,1137895
778408,1433740,1137910
778450,1433820,1137915
778785,1434440,1137980
778820,1434505,1137985
779010,1434850,1138020
779037,1434900,1138025
779128,1435065,1138040
779332,1435440,1138080
779348,1435470,1138080
779382,1435530,1138085
779431,1435625,1138095
779462,1435680,1138100
779575,1435895,1138125
779641,1436015,1138135
779773,1436265,1138160
780081,1436835,1138220
780157,1436975,1138230
780401,1437430,1138275
780468,1437555,1138290
780741,1438050,1138340
780867,1438280,1138360
781103,1438705,1138405
781139,1438770,1138410
781285,1439035,1138440
781520,1439460,1138480
781530,1439480,1138480
781586,1439580,1138490
781591,1439590,1138495
781679,1439755,1138510
781695,1439785,1138515
781990,1440340,1138570
782006,1440370,1138570
782163,1440660,1138600
782217,1440755,1138610
782283,1440875,1138620
782336,1440970,1138630
782417,1441120,1138645
782439,1441160,1138650
782489,1441255,1138660
782493,1441265,1138660
782707,1441665,1138700
782727,1441705,1138705
782899,1442030,1138735
783083,1442375,1138770
783196,1442585,1138795
783306,1442785,1138815
783402,1442965,1138830
783404,1442965,1138830
783561,1443260,1138860
783599,1443330,1138865
783702,1443520,1138885
783730,1443575,1138890
783949,1443985,1138935
784059,1444190,1138955
784108,1444285,1138965
784129,1444325,1138965
784183,1444425,1138975
784240,1444535,1138990
784277,1444605,1138995
784307,1444660,1139000
784419,1444875,1139020
784450,1444935,1139030
784601,1445220,1139055
784934,1445825,1139115
784953,1445855,1139120
785523,1446875,1139220
785654,1447110,1139245
785915,1447580,1139290
785971,1447680,1139300
786042,1447805,1139315
786169,1448035,1139340
786530,1448680,1139400
786559,1448730,1139405
786582,1448775,1139410
786591,1448790,1139415
786685,1448960,1139430
786771,1449120,1139445
786818,1449205,1139455
786906,1449365,1139470
786923,1449395,1139475
787072,1449675,1139500
787102,1449730,1139505
787220,1449950,1139530
787600,1450635,1139600
787618,1450670,1139600
787655,1450735,1139610
787717,1450850,1139620
787884,1451155,1139650
787951,1451275,1139660
787956,1451285,1139665
788034,1451425,1139675
788162,1451660,1139700
788233,1451790,1139715
788243,1451810,1139715
788327,1451965,1139730
788340,1451990,1139735
788379,1452065,1139740
788409,1452120,1139745
788626,1452525,1139785
788689,1452640,1139800
788958,1453130,1139845
